,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime
62,4,,False,2016-12-02,A2VMB1J58SUVMC,1444700650,{'Format:': ' Kindle Edition'},Barbara,"This book kept me listening, rather than trying to decide whether to turn it off and give up, as is the case with so many Kindle Unlimited books, especially those with narration.  Interesting idea.  There were a few places that the author tried to bring in scientific facts, an  each time he did so, he missed the boat.  E.g.. While it's true that early in the 20th century there were studies that appeared to show a weight loss at the time of death of 21 grams, far more recent studies have shown no such loss.  One of the characters in the book, wonders why no one since that 1st  study has repeated it, as I already noted that they have.  Each time he does this I wonder why he didn't check his facts.  Books that weave strongly researched facts in with an original idea strengthen their characters and plot.  It diminishes the book.  The greatest books are those which weave in facts and fiction in such a way th a t they are nearly inseparable.  I am both a Christian and a scientist and though I really enjoyed the book, but more research and inclusion of it would have made for a better read.  I do think that this book presents clinched topics in a novel way, and that is a laudable achievement.  While the book dealt with evil, it wasn't a horribly dark book, which would have made me give up.  Suspense is fun, horror is depressing.  There are terrible things that happen in this book, but the author doesn't attempt to horrify you.",One of few really good books available with audio on Kindle Unlimited,1480636800
63,2,,True,2016-10-01,AFHCACGNC6N6B,1444700650,{'Format:': ' Kindle Edition'},Amazon Customer,"The story was okay...but for such a brilliant detective, he does some really stupid things. I actually got through this book hoping the next would be different...it wasn't. Here's the thing, if you're going to bill the guy as brilliant, and excellent at his job...don't have the MC be an idiot.","but for such a brilliant detective, he does some really stupid things",1475280000
64,3,,True,2016-01-21,A37TUZ8ABRF782,1444700650,{'Format:': ' Kindle Edition'},donald pugmire,I would have liked this book a lot better if there wasn't a new chapter every couple pages when the new chapter used almost a whole page for the chapter number.  was not as long a book as you get from most other writers.,I would have liked this book a lot better if there wasn't a ...,1453334400
65,3,,True,2018-01-19,A1GWNPLODAAT8J,1464120153,{'Format:': ' Misc. Supplies'},Abraham Moses Genen,"My preference would be a far higher degree of cognitive intercourse in the classroom.
Obviously, this overpriced device makes instruction and response easier for the instructor with an accompanying  loss of humanity.",My preference would be a far higher degree of cognitive ...,1516320000
66,3,4.0,True,2017-04-30,A2G54JDJVBUBVS,1464120153,{'Format:': ' Misc. Supplies'},Derek,"Works perfectly for my Physics class requiring this device, but the ID code on the back of the remote, which is key to registering to your remote with your class online, rubbed off and isn't visible anymore after only a year. The device was kept in my backpack during that time, and the rubbing probably was only from handling the device. Embedding the code into the devices plastic would be a better method than just printing it on a section on the back. The photo attached shows the rubbed off code on the bottom (blurred out personal identification info).

Batteries lasted the entire time, didn't need to change it. Works really well and reliably, just wish the code didn't rub off.",Embedding the code into the devices plastic would be a better method than just printing it on a section on ...,1493510400
67,5,2.0,True,2016-02-10,AXLHMG77HZ7BJ,1464120153,{'Format:': ' Misc. Supplies'},Anthony megalizzi,"I needed this iClicker for a college class and it works just like its suppose to. I've used it for a couple different classes now too and I haven't had any problems with it at all. After a year I've only had to change the batteries once since the batteries it comes with are a cheap off-brand set,  of course. There's a newer version of the iClicker that has a little screen on it but they both do the same exact thing, so if you're trying to save some money you'll be fine with just going with this one. Its only a few dollars cheaper than the same version found on the iClicker website but I also got free shipping so I figured to just get it from Amazon. Don't worry about it being fake or a knockoff, its a genuine iClicker product, and you just have to register it on the website to begin using it.",... iClicker for a college class and it works just like its suppose to,1455062400
68,5,,True,2017-04-16,A2XPZDXLB1MAOT,1495443043,{'Format:': ' Kindle Edition'},The Novel Lady,"LOVED THIS BOOK!  I had country music playing softly in the background while I devoured each and every page of ""Country Heaven"" by Ava Miles.  This was a contemporary romance with characters that you couldn't help but love.

Country singer, Rye Crenshaw, sneaks away to enjoy some comforting diner food, but ends up being comforted by the cook.  Not at first!  She was not into country music or country cowboys.  And he was not into petite, intelligent women.  Let me tell you... there were lots of tingles in this book!  The romance grew and developed, and then it crashed and burned, and came back again full force.  THIS is what romance is all about!

This book was more than just a romance novel.  It delved into family.  Neither Tory nor Rye had family to start with.  Tory's family had all died and Rye had chosen to leave his family.  When the time came to make amends and rebuild the kinship, Tory helped Rye see what was truly important.

If you want a Happily-Ever-After that will have you yanking tissues out of the box, one right after the next, I heartily recommend this book to you.

I am definitely going to look for more books by this author.  Her writing flowed with characters that will stay in your heart long after you read the last page.  This one positively deserves 5 stars!",Great Story,1492300800
69,5,,True,2017-01-12,AX5KL9LWC1TG6,1495443043,{'Format:': ' Kindle Edition'},Nancy L. Silk,"This is the first novel I've read by this author.  It has captivated me as it moves right along gripping my mind and heart.  People may appear to be different from many of us, but once one takes the time to learn about others ... well, they may very well become soul mates.  Such as Rock Star Rye Crenshaw and Tory Simmons surprise themselves.  This is a compelling, sometimes disturbing story, but it remains very hopeful as the pages turn very quickly.  Highly recommend this well written novel of love.","""I Couldn't Put This Book Down""",1484179200
70,4,,True,2016-10-22,A1JXLTQ5VWPGGV,1495443043,{'Format:': ' Kindle Edition'},chb book addict,"First in a series of books about a loosely connected group of Country Music artists who have their homes on Dare River. Rye Crenshaw is the newest Country Music superstar buy Rye has problems that diminish his enjoyment of his fame - his family and his mother in particular. Tory Simmons has her own problems starting with a mortgage on her family home; tuition for college and the hospital bills left after her grandfather passed.
Country music isn't Tory's favorite genre and she has Rye Crenshaw figured out. But, when he offers her an impossibly huge amount of money to be his cook on his bus tour, she can't refuse.
Both of them find out that they are not the people they appear to be.",Finding love on Dare River.,1477094400
71,5,,True,2016-09-14,A29N1B370UZAIW,1495443043,{'Format:': ' Kindle Edition'},KRISTEN LAWRENCE,"I really enjoyed this book. The plot was believable with enough twists to keep it interesting. I liked the writing style,although was a bit more graphic than I prefer to read. It was well edited. I look forward to reading more in this series.",Great story,1473811200
72,5,,True,2016-08-22,A2W3NDF098LI3G,1495443043,{'Format:': ' Kindle Edition'},Ellen,"Could have done without so much detail in the sexual escapades and the foul language did not help the story line.
Overall I enjoyed the book!!  The story line held many twists and turns.  I was forced to buy the second book in the series to found out the ""leak"".
Love it as muchm",... so much detail in the sexual escapades and the foul language did not help the story line,1471824000
73,5,,True,2016-07-19,AKUY609W3M7FN,1495443043,{'Format:': ' Kindle Edition'},Nathalie,"This book kept my attention.  Rye is a troubled soul who rediscovers the meaning of love and family.  Rory is a special kid-- super observant, smart with a lot of love for his family --especially his little sister and Tory.  I enjoyed this book.",Good romantic story,1468886400
74,5,,True,2016-07-08,A1GL9TYXPNBPGW,1495443043,{'Format:': ' Kindle Edition'},Mountain Girl,Rye and Tory's story hilights an out of control country western star and a wholesome mid western girl's discovery of each other and then falling in love. Along with that theme goes the lesson of forgiveness. Rye is estranged from his wealthy southern family. Due to his father's sudden illness the family is forced to partially reconcile. His over baring mother controls the family. A good story about love for family and friends.,Country Heaven,1467936000
75,4,,True,2016-03-14,A2ML26LVL8N11X,1495443043,{'Format:': ' Kindle Edition'},Nancy,"It was a good book and right along the lines of all of the other books by Ava Miles.  Interesting and I've been following the story of all the people in Dare Valley and Dale River.  I think I liked the others much better, but it was an interesting read.",The Star and the Cook or should I say Chef,1457913600
76,4,,True,2016-03-07,A1YKKMNA1Z2JF0,1495443043,{'Format:': ' Kindle Edition'},TrailBlazer,"Loved it. Great read, great story, well written.  A question of who betrayed the family wasn't answered in the book but it doesn't take away from the story in any way and it's answered in another book. Well enjoyed.",Great read,1457308800
77,5,,True,2016-02-03,A1SIKQ2Y1KV8ZE,1495443043,{'Format:': ' Kindle Edition'},Woodchips,Awesome story and superbly written. It was hard to put the book down. The story moved fast and the characters were very well developed. Ava Miles is an excellent author and to that end I've purchased the next book in the series and I will likely start purchasing the rest.,Awesome Story and Superbly Written,1454457600
78,3,3.0,True,2016-01-19,AGVH0FP99KLEG,1495443043,{'Format:': ' Kindle Edition'},Glorianna,"For the most part this was a very sweet story. It was interesting that the old adage about your love coming complete as a package deal complete with his family was such a important factor. However, it was also rather fantastic that Tory becomes so important to everyone in his family with one hold out in just a few days. But hey, this is a fantasy country romance, so we can all deal with that.

As others have pointed out, it was disappointing that the major issue of the identity of the traitor was not revealed in the conclusion of the book, but is held as a promise for the next installment. Since I personally found Tammy less than appealing and her metamorphosis contrived, I will not be continuing with the series and it counted against giving this full stars. Although this was enjoyable for a light read and relatively well written, a little more depth would have been appreciated

I will, however, check out the cooking book. It will save me time trying to get to the recipes that caught my attention. As someone who knows definitively that Southern men definitely love their food, since I married one (but I fear to report he has NEVER fluttered his eyelids or moaned in ecstasy upon receiving dinner!) there were some interesting tidbits there.",Feed him and love him,1453161600
79,4,,True,2016-01-20,A4DB2FNAM7D5J,1616825375,,Purple bicycle,"Clean, simple, sleek cover but nothing out of the ordinary. I can fold it back so its out of the way when I'm reading and my nook clips in well, but I wouldn't grab a flap and start waving it about because I'm pretty sure that would mean the end of my nook. Much prefer the tweed and leather javo edge cover I had for my nook first edition. Also, I have a little bit of difficulty waking up my nook using the""button"" on the back, but I haven't yet figured out if its because of the case, or because my nook is a piece of crap.",but I wouldn't grab a flap and start waving it about because I'm pretty sure that would mean the end of my nook,1453248000
80,5,,True,2017-02-11,A3D77JZ5GO6ZQK,1616825375,,Jade,"I need a simple replacement cover for my Nook Simple Touch, as my old one was cracking and peeling in several different places.  I had splurged on a fancier cover the first time, but seeing how it fell apart after several years of constant use anyway, decided to go for plain and simple utility.  I was initially uncertain as to how this cover would work out, especially since it doesn't have a closure clasp like my original cover, but so far things have worked out great.  The cover is sturdy and protects my Nook as it bounces around in my purse every day, and the lack of a clasp isn't as life changing as I thought it might be.  Definitely a keeper.",No problems here.,1486771200
81,5,,True,2016-11-04,A2RCD6WECUU6A9,1616825375,,Aphrael,"I'm very pleased with this protective cover for my new Nook Simple Touch.  It's easy to install and remove the Nook.  Unlike my previous cover (which I lost along with my Nook on a backpacking trip), this cover holds the Nook by way a pair rugged plastic tabs that perfectly fir the little detentes in the top and bottom edge of the Nook.  (I never knew what those detentes were for before getting this cover).  At first I was a little skeptical about how securely the Nook would be held in place, but it's not a problem - they hold quite securely.

The cover has a nice feel, almost like a hybrid between rubber and suede.

I was also quite surprised when  to find that his cover appears to be a genuine Barnes and Noble product.  It came in a nice box that has lots of Barnes and Noble identification, and a price tag showing a Barnes and Noble list price that is almost 4 times what I paid here at Amazon.

I'm very pleased because I really like good function at a great price, and this cover is just that.","Good function, feel, and quality at a great price.",1478217600
82,4,,True,2017-09-17,A1OOSEM3O1H389,1933622326,,Marcia Acker-Missall,"I am an artist and needs lots of true daylight lighting when I work. This item allows me to get that lighting when traveling and when I am in areas without good task lighting. Small and easy to pack or carry in a shoulder bag. It stands upright sitting its clip style base. The neck is very adjustable but if not clipped to weighted item and you tilt neck too far over either way it will fall over. The batteries in base compartment last a fair amount of time but gets costly to keep replacing when using for numerous hours. I purchased the AC plugin accessory additionally so I can work steadily using the wall plugin for continually powered lighting. Gave it 4 stars because of expense of batteries and expense of buying the electric plugin accessory. In closing however, I highly recommend this product to anyone needing true bright white light that is portable.",Portable task lighting is fabulous for artists and hand work crafters.,1505606400
83,5,,True,2016-12-06,A3GA7W3QMV0UHL,1933622326,{'Color:': ' Silver'},Tori,"This is so great for my needs! Specifically, I didn't get this for books but for art, I wanted to get a little light  like this so I could draw more easily in areas with dim lighting, I don't always like drawing in my desk area and this is perfect! The neck is so very flexible, moves very easily, the clamp expands pretty wide, it is very bright and the two brightness settings are great. I highly recommend it but this will probably be too bright for some depending on the reasons for wanting to use it.","Really great, might be too bright for some!",1480982400
84,3,,True,2016-11-21,A19QS5FSB4S7SO,1933622326,{'Color:': ' Silver'},User 73,"I've used several Mighty Bright book lights and the base on all of them is so bulky.  Yes, I get that it has to be large enough to house the batteries, of course.  But that bulk is more than doubled by the clip design.

On the positive side, this particular model #44812 HammerHead design is plenty bright... but so is the ""dim"" option.  The less-bright of the two settings is still very bright, with very little noticeable change in brightness.","Bulky, with a dim setting that is still bright.",1479686400
85,5,4.0,True,2016-09-22,A2W45N5V1PUHF4,1933622326,,David in Albuquerque,"This light is great for hard back books.  Provides plenty of light (I have an eye condition and need a bright, white light) and fully cover most of both pages.  It has two light settings.
I usually use the low setting.  I do adjust it slightly depending on which page I am reading but the neck is very flexible.  Better than any book light that I have ever had.  It doesn't work very well for magazines and newspapers as the whole setup bends the pages.  I suggest a thin piece of plywood or cardboard as a backer to clip the light to.",Great light for books,1474502400
86,5,,True,2016-06-15,A35D9ODUCAMF5G,1935009192,{'Size:': ' 2-LED'},Hondonian Rebel,"It's making a good first impression on me. A big thank you to Soundcraft for putting a usb port on the signature series mixers!  (intended to charge your smartphone I think). Rare to find any kind of light connection on a small mixer but nice to see these guys changing with the times. Everything should be made with a usb port or two these days! What a great bang for the buck this little lite is (and less here than from the online music stores).

Figured Mighty Bright was a familiar name so better to start here than run through the gamut of off brand lites. If any issues develop I'll be sure to update this. Check out the pics.... beats me babbling on.

I did not receive anything in exchange for my review and I paid full price to the item!
Hondo.",Not Just for Laptops!,1465948800
87,5,,True,2016-06-03,A35P6TNJG9BM3Z,1935009311,,S. Ruth,"I use this to clip onto the cover of my kindle. The cover folds back and this fits in perfectly because the clip and battery part is smaller.
It takes one AAA, very cheap to replace. The battery lasts for many, many days with frequent use. The light itself lasts a long time. I bought this one to replace one just like it that I got so many years ago I can't tell you just how old it was. It works well in books, too, as it's not too heavy to use on a paperback. The flexible stem is long enough to provide light to the page but still be compact in overall size. I may buy a few more in case they stop selling them - it's perfect.",Perfect for Kindle and paper books,1464912000
88,5,,True,2016-02-17,A1C3S3LVUPDC3D,1935009036,,Mainer,"Have been using Mighty Bright book lights well over a decade, possibly two: the design and price keep getting better.  They are super bright; the neck is never floppy; the clip stays on tight; the colors are stylish and the finish on them never peels.  I take 2 traveling and use them on the plane and in my hotel room.  Just came back from a safari in Africa where they were indispensable flashlights, too.",Best Reading Lights Ever,1455667200
89,5,,True,2016-06-28,A351YEOZLLR34M,1935009184,,England,"This particular design is working out perfectly. It's bright, but because the light source is located on a surface a bit larger than the bulb, it doesn't bleed glare over and in to my eyes.
The fold-up clip has been most functional for me as a stand so that I can set it standing on it's side, directed toward my Kindle while lying on my side to read.
It's small, light-weight and compact, so it's great for travel too.
I looked at a lot of other designs, and tried a few. This one is by far the best design for my needs.
I was hoping for something not quite so bright because I don't like the idea of diminishing my melatonin production right before I go to sleep. But since I can use it free-standing on my mattress, I can place it far enough away from my Kindle that it isn't overly bright.",Best Design I've Seen,1467072000
90,5,,True,2017-07-22,AG392J5LSCMZB,1935009044,{'Format:': ' Misc.'},daisy,"This is my 3rd one. So bright and durable. Adjustable neck makes it really easy to position the light right where I need it. It's a really bright white light, so if you're looking for something subtle that won't disturb your partner in bed, this might not be the one.",Adjustable neck makes it really easy to position the light right where I need it,1500681600
91,5,4.0,True,2017-06-20,A2Z49T8BFYCQZA,1935009044,{'Format:': ' Misc.'},Rachel Atkinson,"Nothing beats these lights for dark situations at work.  The switch design has been improved.  From press button to slide.  Now it doesn't turn itself on in my bag.  I used to take one battery out to avoid draining them.  Good improvement.  These lights are very bright with both bulbs lit, but I can start with just one bulb and go up to 2 as the batteries start to fade.","Bright, convenient",1497916800
92,5,,False,2017-02-05,AMY9ECDUMEXCX,1935009044,{'Format:': ' Misc.'},AJMPHX,"I love this little lite, I clipped it over my computer to shine down on my key board that way I don't turn on the bedroom light and wake my husband. it is wonderful. It really does light up enough for me to see the keys clearly. It was free, although I have no idea why, but nevertheless its works and I am happy. Also it adjust so very very easy.",I love this little lite,1486252800
93,4,2.0,True,2017-02-04,A30D07KPFMQ560,1935009044,{'Format:': ' Misc.'},CK,"This thing is pretty bright -- almost in a bad way. I have a history of sleeping for a few hours and then waking (and staying awake) in the middle of the night. I wanted to read on my non-backlit Kindle so as to try to calm my mind, but this light is so bright that it wakes my husband up...which defeats the purpose. On the other hand, it certainly provides enough light to read so that my eyes aren't strained!",Very bright,1486166400
94,5,,True,2017-01-30,A1WZJU6YQFMOID,1935009044,{'Format:': ' Misc.'},Kent Walker,"This is a great book light for several reasons. First, it's a bit smaller and lighter than other lights I've owned, much better for paperbacks. More importantly, though, is the light it gives off. It seems so much brighter than other book lights with more bulbs, and it seems to cast light in a wider area, allowing me to cover both pages at the same time. PLUS, I love that it is not rechargeable. I have another, much more expensive book light that I just threw away because I can't find the stupid charger. Honestly, does every piece of electronic equipment have to have its own, proprietary charger?? Thank god for good old-fashioned batteries that I can replace - and I'm sure they rarely need replacing.",Best Book Light I've Ever Owned,1485734400
95,5,,True,2016-06-25,AOYT34SZRBLZH,1935009044,{'Format:': ' Misc.'},BethArlington,"I had initially ordered the Mighty Bright Sidekick and was so disappointed in its short neck and inability to give light across two pages at once I ordered this to replace it.  I wish I had gone with this to begin with.

Nice bright light and the neck is just right for giving me light and movement that I want.",Don't Bother Ordering Anything Else,1466812800
96,4,2.0,True,2016-02-02,AFIJ369MKFKUJ,1935009044,{'Format:': ' Misc.'},Noomin,"These things have certainly improved from the days of the old Itty Bitty Book Light, whose screw would loosen after a few months and could not be tightened--so that the lamp part would hang like a limp . . . well, use your imagination.  This one keeps its stiffie--er, stiffness.  Light is reasonably bright, too.  Sometimes I wish it had a longer neck.  Sometimes I wish *I* had a longer neck, for that matter.  Mostly, though, I wish for younger eyes.",Reasonably bright and encouragingly stiff,1454371200
97,4,2.0,True,2016-01-22,A2TV1PR2AWBJEM,1936170671,,Royce Williams,"This little light is a very nice unit... premium build quality, very lightweight and thin design, responsive and ergonomic on/off button.  The light cast is a pleasant warm light, of about the perfect brightness.  I've been using it for about two weeks now, approx 30-60 minutes per night, and have not yet run through the first set of batteries.

My only fault is that the bendable neck is a tad short, I find that I need to clip the light to the side of my pages to get sufficient illumination across the page without having the bright pinpoint of the led shine in my eyes.  I am also concerned a bit by the battery usage... I opted for this less expensive model though, and knew what I was ordering.

I will be ordering the rechargeable version today, it appears to have a slightly longer neck and not needing new batteries every so often should be a plus.","Very well built light, excellent value for the price",1453420800
98,5,,True,2017-05-08,A299MRB9O6GWDE,4126895493,{'Color:': ' Blue Zebra W/Mic'},Carolyn B,Really like these headphone.  Wanted something for the office that when I had on people would know not to disturb.  Love the color.  Easy to store in my desk cause they are not bulky.  Blocks out quite a bit of sound.,Officewear,1494201600
99,1,,True,2016-05-03,A1E51BV5BPAADB,4126895493,{'Color:': ' Fire red'},Moejha,"The headphones work perfectly fine as in I can only hear in one ear. It was a type of headphones I never had before you can even pause videos while watching on YouTube which was convenient. The reason why I gave it one star is because in the short days I own this headphones when I place it somewhere I come back to find it broken I'm just confused by it all it doesn't really make sense to me how my headphones can break just by sitting it down somewhere. If you buy these headphones please don't adjust the ears to it because it'll break easily. It was a waste of my money and time. It's pretty much a cheap knockoff of the Beats headphones just saying. the photo shows what I ended up with when it broke, I can't afford to buy another headphones. The cord / wire ended up becoming in a not so I couldn't untie it if I did it would have broken the headphones completely.",Very fragile,1462233600
