,title,Mean,Count
1144,AmazonBasics 67-Inch Monopod,4.590909090909091,22.0
1145,"Floureon 38-piece Precision Screwdriver Set Repair Tool Kit for iPad,iPhone,PC,Watch,Samsung and Other Smartphone Tablet Computer Electronic Devices",4.590909090909091,22.0
1146,Creative A250 2.1 Multimedia Speaker System,4.589743589743589,39.0
1147,"VicTsing Mechanical Keyboard, Wired Gaming keyboard with Blue Switches, 87 Keys Anti-Ghosting, 12 Multimedia Shortcuts, Waterproof Keyboard for PC and Laptop-Black",4.588235294117647,68.0
1148,"CableCreation 4 Feet 2-in-1 Lightning and Micro USB to USB Data Sync Charge Cable, [MFi Certified] Compatible iPhone X/8/8 Plus/7/7 Plus, iPad, Samsung, Nexus, LG, HTC Android Phone, Gold/1.2M",4.588235294117647,17.0
1149,"EVGA GT 710 2GB DDR3 64bit Single Slot, Low Profile 02G-P3-2713-KR",4.588235294117647,17.0
1150,"IMORDEN 40&quot;/100cm Carbon Fiber Camera Slider(Up to 6kg/13.2lbs) DSLR Rail Dolly Track Film Making Kit for Youtuber, Works with Canon, Sony, Nikon Camera,Phone, Gopro and Tripod",4.588235294117647,17.0
1151,"MoKo Case Fit iPad Pro 9.7 - Slim Lightweight Smart Shell Stand Cover Case with Auto Wake/Sleep Fit Apple iPad Pro 9.7 Inch 2016 Release Tablet (Not fit New iPad 9.7 Inch 2017 Version), Black",4.588235294117647,17.0
1152,"EVGA GeForce GTX 1080 FTW GAMING ACX 3.0, 8GB GDDR5X, RGB LED, 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC) Graphics Card 08G-P4-6286-KR",4.585365853658536,41.0
1153,"OURLINK 600Mbps mini 802.11ac Dual Band 2.4GHz/5GHz Wireless Network Adapter USB WI-FI Dongle Adapter with 5dBi Antenna Support WIN VISTA,WIN 7,WIN 8.1, WIN 10,MAC OS X 10.9-10.13",4.584905660377358,53.00000000000001
1154,B+W 39mm Clear UV Haze with Multi-Resistant Coating (010M),4.583333333333333,96.0
1155,Bargains Depot Capacitive Stylus/Styli 2-in-1 Universal Touch Screen Pen for All Touch Screen Tablets &amp; Cell Phones with 20 Extra Replaceable Soft Rubber Tips (Pack of 4),4.583333333333333,48.0
1156,Grado SR80e Prestige Series Headphones,4.583333333333333,48.0
1157,"Replacement Ear pads Cushion Compatible for Bose Quietcomfort QC2,Quietcomfort 15 QC15,Quietcomfort 25 QC25,QuietComfort 35 QC35,AE2,AE2i,AE2w,SoundTrue Headphone with ITIS Cable Clip -Coffee Brown",4.583333333333333,36.0
1158,J-Tech Digital Premium Quality 1080P HDMI To HDMI + Audio (SPDIF + RCA Stereo) Audio Extractor Converter (Support Apple TV 4 Gen),4.583333333333333,24.0
1159,"PANASONIC LUMIX GX85 Camera with 12-32mm Lens, 4K, 5 Axis Body Stabilization, 3 Inch Tilt and Touch Display, DMC-GX85KK (Black USA)",4.583333333333333,24.0
1160,"Videosecu Tilt Swivel TV Wall Mount 32&quot;- 70&quot; LCD LED Plasma TV with VESA 200x200, 400x400, Up to 600x400 mm, Full Motion Articulating Dual Arm Mount Fits Up to 24&quot; Studs, Free HDMI Cable MW365B2H C20",4.583333333333333,24.0
1161,AmazonBasics DisplayPort to DVI Cable - 6 Feet,4.583333333333333,12.0
1162,Apple iPod Classic 160 GB Silver (7th Generation),4.583333333333333,12.0
1163,"Austrake for Fitbit Blaze Bands Small Large, Classic Replacement Silicone Strap for Fitbit Blaze Watch Accessory for Women Men",4.583333333333333,12.0
1164,Best Outdoor&amp;shower Waterproof Bluetooth Speaker Portable Bluetooth 4.0 Speaker Hands-free for Outdoors/shower(Blue) &iexcl;&shy;,4.583333333333333,12.0
1165,Canon EOS 5D Mark III 22.3 MP Full Frame CMOS with 1080p Full-HD Video Mode Digital SLR Camera (Body),4.583333333333333,12.0
1166,CarLock - 2nd Gen Advanced Real Time 3G Car Tracker &amp; Alert System. Comes with Device &amp; Phone App. Easily Tracks Your Car in Real Time &amp; Notifies You Immediately of Suspicious Behavior.OBD Plug&amp;Play,4.583333333333333,12.0
1167,Crislan 7679455 Loopilops,4.583333333333333,12.0
1168,"DEEPCOOL GAMMAXX 400 CPU Air Cooler with 4 Heatpipes, 120mm PWM Fan and Blue LED for Intel/AMD CPUs(AM4 Compatible)",4.583333333333333,12.0
1169,"ESR Yippee Trifold Smart Case for iPad Mini 4, Lightweight Trifold Stand Case with Auto Sleep/Wake Function, Microfiber Lining, Hard Back Cover for Apple iPad Mini 4 (2015 Release)_Black",4.583333333333333,12.0
1170,"Fosmon 2x1 or 1x2 2 Port Ultra HD 4K@60Hz HDMI Switch Bi-Directional Switcher with HDCP Passthrough for HDTV, Blu-Ray, DVD, Satellite, DVR, Playstation, Xbox and More (Black) - Supports 3D",4.583333333333333,12.0
1171,Hifiman HE-560 Full-Size Planar Magnetic Over-Ear Headphones (Black/Woodgrain),4.583333333333333,12.0
1172,"Master &amp; Dynamic MW60S2 Wireless Bluetooth 4.1, Over-Ear, Closed Back Headphones with Superior Sound Quality and Highest Level of Design 45mm Neodymium Driver. Premium Brown Leather",4.583333333333333,12.0
1173,Pwr UL Listed 90w 65w Charger Hp-Spectre X360 15 Stream 11 13 14 Elitebook Folio 1040 G2 G3 Split Pavilion M3 Touchsmart 15 13 M6 250 255 G4 G5 355 455 Long 12 Ft Adapter Power Cord (NOT US-),4.583333333333333,12.0
1174,"Silicon Power 1TB Rugged Portable External Hard Drive Armor A30, Shockproof USB 3.0 for PC, Mac, Xbox and PS4, Black",4.583333333333333,12.0
1175,TJFEC PU Leather Coated Soft Touch Hard Case for Macbook Air 13 inch Model A1369 and A1466 - Dark Wood,4.583333333333333,12.0
1176,TRIPP LITE 4-Port USB Charging Hub with OTG Hub Tablet Smartphone iPad (U280-004-OTG),4.583333333333333,12.0
1177,"TYT UV8000E 10W High Power Dual Band VHF UHF Two-Way Radio Ham Walkie Talkie with Cross-band Repeater Function &amp; 3600mAh Battery Transceiver, with Car Charger, 2 Antennas, Cable",4.583333333333333,12.0
1178,Transcend 64GB JetDrive Lite 330 Storage Expansion Card for 13-Inch MacBook Pro with Retina Display (TS64GJDL330),4.583333333333333,12.0
1179,"VIVO Titan ATX Mid Tower Computer Enthusiast Gaming PC Case Black with Window/ 5 Fan Mount, USB 3.0 (CASE-V05)",4.583333333333333,12.0
1180,"Yongnuo Professional Flash Speedlight Flashlight Yongnuo YN 560 III for Canon Nikon Pentax Olympus Camera / Such as: Canon EOS 1Ds Mark, EOS1D Mark, EOS 5D Mark, EOS 7D, EOS 60D, EOS 600D, EOS 550D, EOS 500D, EOS 1100D (Discontinued by Manufacturer)",4.583333333333333,12.0
1181,ZAGG InvisibleShield Original Screen Protector (Wet Apply) for Apple iPad Air/ iPad Air 2,4.583333333333333,12.0
1182,"[Support apt-X] iClever Himbox HB01+ Bluetooth 4.0 Hands-Free Car Kit for Cars with 3.5mm Aux Input Jack, Multi-Point Access,3-Port USB Charger Black",4.583333333333333,12.0
1183,iMacket Keyboard Cover Silicone Skin for MacBook Pro 13&quot; 15&quot; 17&quot; (with or w/out Retina Display) MacBook Air 13&quot; and iMac Wireless Apple Keyboard (Green),4.583333333333333,12.0
1184,"JETech Case for iPad Pro 12.9-Inch (2015 Model), Smart Cover with Auto Sleep/Wake, Black",4.582089552238806,67.0
1185,"BlueAnt - Pump Zone Over Ear HD Wireless Headphones, 30+ hrs Battery, Mega Bass and Enhanced Sound Purity (Green)",4.5813953488372094,43.0
1186,Mushkin REACTOR 1TB Internal Solid State Drive (SSD) 2.5 Inch SATA III 6Gb/s MLC 7mm MKNSSDRE1TB,4.5813953488372094,43.0
1187,Sony Alpha a6000 Mirrorless Digital Camera 24.3 MP SLR Camera with 3.0-Inch LCD - Body Only (Black),4.581081081081081,74.0
1188,Headphone Adapter for iPhone Adapter 3.5mm Jack Charging Audio 2 in1 Jack Audio to 3.5mm Dongle Aux Splitter Converter Adaptor Cable Compatible with iPhone Xs Max XR X 8 7 Plus for iOS 10.3 or Higher,4.580645161290323,30.999999999999996
1189,"Toshiba Canvio Connect II 1TB Portable Hard Drive, Red (HDTC810XR3A1)",4.580645161290323,30.999999999999996
1190,HiLetgo 2pcs ESP8266 NodeMCU LUA CP2102 ESP-12E Internet WiFi Development Board Open Source Serial Wireless Module Works Great with Arduino IDE/Micropython (Pack of 2PCS),4.578947368421052,38.0
1191,"Bluetooth Speakers, Alpatronix AX440 30W Ultra Portable Bluetooth Wireless Stereo HD Speaker w/Loud, Powerful Bass, USB Flash Drive Support &amp; PowerBank Perfect for Beach, Pool, Golf &amp; Home - Black",4.578947368421052,19.0
1192,Mediabridge 3.5mm Male to 2-Male RCA Adapter (12 Feet) - Step Down Design - (Part# MPC-35-2XRCA-12 ),4.578947368421052,19.0
1193,SanDisk Extreme PRO 960GB SATA 6.0GB/s 2.5-Inch 7mm Height Solid State Drive (SSD) with 10-Year Warranty- SDSSDXPS-960G-G25,4.578947368421052,19.0
1194,VideoSecu Wall Ceiling Mount Bracket for CCTV CCD Box Body Camera 2-6 inch Adjustable Pan Tilt Bracket 1A2,4.578947368421052,19.0
1195,"WIFI Action Camera, SOOCOO Sports Video Camera Waterproof 12MP Full HD 1080P 2.0&quot; LCD 170 degree Wide Angle, 30M/98ft Underwater Diving Camera Camcorder with 2 Batteries (SD Card Not Included)-Black",4.578947368421052,19.0
1196,"iPad Air Case, SUPCASE Heavy Duty Beetle Defense Series Full-body Rugged Hybrid Protective Case Cover with Built-in Screen Protector for Apple iPad Air (Black/Black, not fit iPad Air 2)",4.578947368421052,19.0
1197,"SoundPEATS Bluetooth Headphones in Ear Wireless Earbuds 4.1 Magnetic Sweatproof Stereo Bluetooth Earphones for Sports with Mic (8 Hours Play Time, Secure Fit, Noise Cancelling)-Black",4.576923076923077,52.0
1198,Cowon Plenue D High Resolution Music Player 32GB (Silver/Black),4.576923076923077,26.0
1199,MSI GeForce GTX 1070 Founders Edition (GTX 1070 Founders Edition),4.576923076923077,26.0
1200,MSI Intel Skylake H110 LGA 1151 DDR4 USB 3.1 Micro ATX Motherboard (H110M Pro-VD),4.576923076923077,26.0
1201,Anker Tempered-Glass Screen Protector for iPad Mini/iPad Mini 2 / iPad Mini 3 with Retina display - Premium Crystal Clear w/ (Not compatible with iPad Mini 4),4.575757575757576,33.0
1202,Kingston Digital DataTraveler SE9 8GB USB 2.0 DTSE9H/8GBZ,4.575757575757576,33.0
1203,"Logitech Z906 5.1 Surround Sound Speaker System - THX, Dolby Digital and DTS Digital Certified",4.575,40.0
1204,Sennheiser HD 600 Open Back Professional Headphone,4.571428571428571,140.0
1205,"LG Electronics 8X USB 2.0 Super Multi Ultra Slim Portable DVD Rewriter External Drive with M-DISC Support for PC and Mac, Black (GP60NB50)",4.571428571428571,42.0
1206,"Pioneer DEH-S1000UB Single DIN In-Dash CD, CD-R/RW, MP3, Front USB and Auxiliary Input, AM/FM Detachable Face Plate Car Stereo Receiver w/ MIXTRAX and ARC Support / FREE ALPHASONIK EARBUDS",4.571428571428571,35.0
1207,(OLD MODEL) Crucial MX200 250GB SATA 2.5&rdquo; 7mm (with 9.5mm adapter) Internal Solid State Drive - CT250MX200SSD1,4.571428571428571,28.0
1208,6&rdquo; x 8&rdquo; Car Sound Speaker (Pair) - Upgraded Blue Poly Injection Cone 3-Way 360 Watts w/ Non-fatiguing Butyl Rubber Surround 70 - 20Khz Frequency Response 4 Ohm &amp; 1&quot; ASV Voice Coil - Pyle PL683BL,4.571428571428571,28.0
1209,Samsung UN50J6300 50-Inch 1080p Smart LED TV (2015 Model),4.571428571428571,28.0
1210,"DJI Phantom 4 Intelligent Battery Charging Hub, White (6958265112836)",4.571428571428571,21.0
1211,Tamron SP 70-200MM F2.8 DI VC USD Telephoto Zoom Lens for Nikon (Model A009N) - International Version (No Warranty),4.571428571428571,21.0
1212,"tomtoc 360&deg; Protective Laptop Carrying Case for 13.3&quot; Old MacBook Air | 13&quot; Old MacBook Pro Retina | 13.5&quot; Surface Book 2 | Surface Laptop 2017, Ultrabook Accessory Bag",4.571428571428571,21.0
1213,20 Foot 4 Gauge Amp Kit Featuring 20% Oversized Cables - Complete 12V Audio Amplifier Installation &amp; Wiring Kit,4.571428571428571,14.0
1214,"Artisul Freestyle Stand - Drawing Tablet Stand for Artisul D13, D10, iPad Pro and Wacom Cintiq",4.571428571428571,14.0
1215,Ausdom M05 Over-Ear Bluetooth Stereo APTX Headphone Wireless Hi-fi Skype Chat with Noise Canceling Microphone,4.571428571428571,14.0
1216,Fotasy Rear Lens Cover &amp; Camera Body Cap Set for Sony NEX E-Mount Cameras and Lenses (5 Packs),4.571428571428571,14.0
1217,"Fuji 96090 Instax Mini Instant Film, 10 Sheet, 5 Piece",4.571428571428571,14.0
1218,JVC HARX700 Precision Sound Full Size Headphones - Black,4.571428571428571,14.0
1219,Kanto YU2 Powered Desktop Speakers &ndash; 3&quot; Composite Driver 3/4&quot; Silk Dome Tweeter &ndash; Gloss White,4.571428571428571,14.0
1220,"Neewer 2 Packs 9 feet/260 centimeters Photo Studio Light Stands for HTC Vive VR, Video, Portrait, and Product Photography",4.571428571428571,14.0
1221,"Reacher Portable Bluetooth Speaker with FM Radio, Power Bank, USB, Micro SD, 3.5 AUX (Black)",4.571428571428571,14.0
1222,Sony SRF-M37W Walkman Digital Tuning Weather/FM/AM Stereo Radio (Black),4.571428571428571,14.0
1223,StarTech.com 6 ft Coax High Resolution Monitor VGA Cable w/Audio - HD15 M/M,4.571428571428571,14.0
1224,UPPERCASE UPPERCASE Premium Keyboard Protector for MacBook Air 11&quot; (2010 or newer)(UPP-PKBC-A11),4.571428571428571,14.0
1225,"ViewSonic PJD7828HDL 3200 Lumens Full HD 1080p Shorter Throw Home Theater Projector with 3D DLP and HDMI, 1080p + 3200 Lumens",4.571428571428571,14.0
1226,Wearlizer Compatible Fitbit Blaze Band Silver Lux Blaze Band Accessories Metal Link Bracelet Replacement Strap Metal Frame Compatible Fitbit Blaze Silver,4.571428571428571,14.0
1227,AmazonBasics USB Type-C to USB-A 2.0 Male Cable - 3 Feet  (0.9 Meters) - Black,4.568965517241379,58.00000000000001
1228,Neewer TT560 Flash Speedlite for Canon Nikon Panasonic Olympus Pentax and Other DSLR CamerasDigital Cameras with Standard Hot Shoe,4.567164179104478,67.0
1229,"New iPad Keyboard Case, iEGrow New F8S 7 Colors LED Backlit iPad Keyboard with Protective Case Cover for iPad 6th Generation/iPad 5th Generation/iPad Air(Black)",4.566666666666666,30.0
1230,Nulaxy KM12 Bluetooth Keyboard Business Portable Rechargeable Compatible with Apple iPad iPhone Samsung Tablets Phones W Keyboard Cover - Black,4.566666666666666,30.0
1231,HP Pavilion 25xw 25-in IPS LED Backlit Monitor - J7Y65AA#ABA,4.565217391304348,46.0
1232,"Cheetah Mounts APTMMB TV Wall Mount Bracket for 20-70&rdquo; TVs up to VESA 600 and 165lbs, Fits 16&rdquo; And 24&rdquo; Wall Studs and includes a 10&rsquo; Twisted Veins HDMI Cable and a 6&rdquo; 3-Axis Magnetic Bubble Level",4.564102564102564,39.0
1233,Aurum Ultra Series - High Speed HDMI Cable 25 Ft with Ethernet - Supports 3D &amp; ARC [Latest Version] - 25 Feet,4.5625,16.0
1234,"Bluetooth Stereo Speakers Portable, LNKOO Classic Sound Cannon Wireless Powerful Sound with Enhanced Bass Surround Subwoofer with FM Radio for Home and Outdoor Party Beach Picnic - Red",4.5625,16.0
1235,"Compact Flash CF Card Reader, WEme Aluminum USB 3.0 Micro SD Card Converter with OTG Adapter for Extreme Pro Professional Sandisk/ Lexar SDHC Memory Card and Samsung Galaxy, Mac Mini, Windows, Linux",4.5625,16.0
1236,GloryBear 11 11.6 Inch Notebook Computer Sleeve Case Neoprene Water Resistant Briefcase Carrying Bag for MacBook or More - Black,4.5625,16.0
1237,"IPOW iPad Tripod Mount Adapter Universal Tablet Clamp Holder Fits Ipad, Ipad Air, Ipad Mini, Microsoft Surface, Nexus and Most Tablets, Use on Tripod, Monopod, Selfie Stick, Tabletop Tripod Stand Etc",4.5625,16.0
1238,LG G Pad II - 10.1&quot; FHD Tablet (V940N),4.5625,16.0
1239,Logitech Group HD Video and Audio Conferencing System for Big Meeting Rooms,4.5625,16.0
1240,Mechanical Keyboard Wired Keyboard Blue Switch 68-Keys Mini Design (60%) Gaming Keyboard White Silver by Magicforce Qisan,4.5625,16.0
1241,Neewer 21-In-1 Action Camera Accessory Kit for GoPro Hero Session/5 Hero 1 2 3 3+ 4 5 6 SJ4000 5000 6000 DBPOWER AKASO VicTsing APEMAN WiMiUS Rollei QUMOX Lightdow Campark And Sony Sports DV and More,4.5625,16.0
1242,Patriot 32GB Supersonic Boost Series USB 3.0 Flash Drive With Up to 150MB/sec - PEF32GSBUSB,4.5625,16.0
1243,Ritz Gear&trade; Deluxe Premium Large Zoom Photo Pack,4.5625,16.0
1244,Shure SE846-CL Sound Isolating Earphones with Quad High Definition MicroDrivers and True Subwoofer,4.5625,16.0
1245,TechMatte Charging Adapter Cable for Apple Pencil Male to Female Flexible Connector (3 Feet),4.5625,16.0
1246,"Wasabi Power Canon LP-E6, LP-E6N Replacement (2 Batteries + Dual Charger)",4.5625,16.0
1247,TP-Link 5 Port Fast Ethernet Switch | Desktop Ethernet Splitter | Ethernet Hub | Plug and Play | Fanless Quite | Unmanaged (TL-SF1005D),4.5607476635514015,107.00000000000001
1248,"Anker SoundCore Nano Bluetooth Speaker with Big Sound, Super-Portable Wireless Speaker with Built-in Mic for iPhone 7, iPad, Samsung, Nexus, HTC, Laptops and More - Pink",4.56,25.000000000000004
1249,BRAINWAVZ Truss - The All Metal Under Desk Dual Headphone Hanger Stand Mount,4.56,25.000000000000004
1250,"Inateck 12.3 Inch Sleeve Compatible Microsoft New Surface Pro 2018, Surface Pro 6/5/4/3 Sleeve Carrying Case Laptop Tablet Bag Briefcase - Dark Gray",4.56,25.000000000000004
1251,Sabrent 60 Watt (12 Amp) 10-Port [UL Certified] Family-Sized Desktop USB Rapid Charger. Smart USB Ports with Auto Detect Technology [Black] (AX-TPCS),4.5588235294117645,68.0
1252,Rosewill RFA-80-BL 80mm 4 Blue LED Case Fan,4.558139534883721,43.0
1253,Acer GN246HL Bbid 24-Inch 3D Gaming Display (144Hz Refresh Rate),4.557377049180328,61.0
1254,Samsung 850 EVO 1TB 2.5-Inch SATA III Internal SSD (MZ-75E1T0B/AM),4.555555555555555,54.0
1255,"Actor Earphones, With Microphone Earbuds Stereo Headphones and Noise Isolating headset Compatible iPhone 7/7 Plus iPhone8/8Plus iPhone X (Bluetooth Connectivity) Earphones, Support all iOS system",4.555555555555555,36.0
1256,Creative Labs SW310 3-Piece Computer Speakers,4.555555555555555,36.0
1257,Shure M97xE High-Performance Magnetic Phono Cartridge,4.555555555555555,36.0
1258,"Stanley Hardware S757-030 1055 Chain Bolt in Brass, 4&quot;",4.555555555555555,36.0
1259,"WALI Bullet Dummy Fake Surveillance Security CCTV Dome Camera Indoor Outdoor with one LED Light + Warning Security Alert Sticker Decals (TC-S4), 4 Packs, Silver",4.555555555555555,36.0
1260,"NYNE Rock Portable Bluetooth Splash-Proof Speaker Featuring 65 Watts of Power, Midrange Speakers, Tweeters and Subwoofer",4.555555555555555,27.0
1261,Beltronics RX65-Red Professional Series Radar Detector,4.555555555555555,18.0
1262,Inateck 2X 2.5 Inch SSD to 3.5 Inch Internal Hard Disk Drive Mounting Kit Bracket (SATA Data Cables and Power Cables Included) (ST1002S),4.555555555555555,18.0
1263,"NZXT H440 Mid Tower Case, Matte Black (CA-H442C-M8)",4.555555555555555,18.0
1264,Plantronics b825m Voyager Focus UC (20265202),4.555555555555555,18.0
1265,"Plugable USB 3.0 to Ethernet Gigabit 10/100/1000 LAN Network Adapter (ASIX AX88179 chipset Compatible With Windows 10, 8.1, 8, 7, XP, Linux, OS X/macOS, Switch Game Console, Chrome OS)",4.555555555555555,18.0
1266,"ProCase 9.7-10.5 Inch Wallet Sleeve Case for iPad 9.7&quot;, iPad Pro 10.5&quot;, iPad Pro 9.7&quot;, iPad Air/Air 2, Samsung Galaxy Tab S3 S2 9.7/Tab A 10.1, Document Pocket and Pen Holder (Brown)",4.555555555555555,18.0
1267,"ProCase iPad Mini 4 Case - Leather Stand Folio Case Cover for 2015 Apple iPad Mini 4 (4th Generation iPad Mini, mini4), with Multiple Viewing Angles, auto Sleep/Wake, Document Card Pocket (Brown)",4.555555555555555,18.0
1268,"Rain Design mStand Laptop Stand, Silver (Patented)",4.555555555555555,18.0
1269,Signstek Keyless Digital Electronic Entry Security Safety Door Lock Locker (Silver),4.555555555555555,18.0
1270,"Unitek Portable Bluetooth Speaker, Aluminum Wireless Bluetooth Speaker V4.0 with Micro SD Slot, FM Radio &amp; Built-in Mic for Speakerphone Function (Black)",4.555555555555555,18.0
1271,BIC America F12 12-Inch 475-Watt Front Firing Powered Subwoofer,4.553571428571429,56.0
1272,"MoKo Case for Kindle Paperwhite, Premium Thinnest and Lightest PU Leather Cover with Auto Wake / Sleep for Amazon All-New Kindle Paperwhite (Fits 2012, 2013, 2015 and 2016 Versions), Lucky Tree",4.553191489361702,47.0
1273,"Anker SoundCore Sport Portable Bluetooth Speaker [ IPX7 Waterproof/Dustproof Rating, 10-Hour Playtime ] Outdoor Wireless Shower Speaker with Enhanced Bass and Built-in Microphone",4.552631578947368,38.0
1274,"Legrand - Wiremold CMK50 Cord Mate II Kit- Raceways Cord Management Kit to Hide Cables, Cords, or Wires- 4 Channels, White",4.551724137931035,58.0
1275,"OMOTON Ultra-Slim Bluetooth Keyboard Compatible with New iPad 9.7 2018, iPad 2017, iPad Pro, iPad Air 2/Air, iPad Mini 4/3/2/1, iPad 4/ 3/ 2 and Other Bluetooth Enabled Devices, Black",4.551724137931035,58.0
1276,"Wireless Earbuds, Latest Bluetooth 5.0 True Wireless Bluetooth Headphones 3D Stereo Sound Mini Bluetooth Earbuds with Built-in Mic and Charging Case",4.551724137931035,58.0
1277,Samsung LC27F398FWNXZA Samsung C27F398 27&quot; Curved Monitor,4.551724137931035,29.0
1278,AmazonBasics 14-Inch Laptop Sleeve - Black,4.551470588235294,136.0
1279,ARRIS SURFboard SB6141-RB 8x4 DOCSIS 3.0 Cable Modem (Certified Refurbished),4.55,40.0
1280,Canon EF-S 55-250mm f/4.0-5.6 IS II Telephoto Zoom Lens,4.55,40.0
1281,Koss KSC75 Portable Stereophone Headphones,4.55,40.0
1282,HGST Travelstar 7K1000 2.5-Inch 1TB 7200 RPM SATA III 32MB Cache Internal Hard Drive 0J22423,4.55,20.0
1283,"RCA Cable, iXCC 6ft Dual Shielded Gold-Plated 3.5mm Male to 2RCA Male Stereo Audio Y Cable",4.55,20.0
1284,WiFi Adapter AC600 USB Wireless Adapter 2.4GHz/5GHz Dual Band Network LAN Card with External Antenna for Windows 10/8.1/7/XP/Vista/Mac OS10.6-10.13,4.55,20.0
1285,"Rockford R169X2 6 x 9 Inches Full Range Coaxial Speaker, Set of 2",4.548387096774194,61.99999999999999
1286,"iPad Pro 12.9 2017/2015 Keyboard, Snugg [Blue] Wireless Bluetooth Keyboard Case Cover 360&deg; Degree Rotatable Keyboard for Apple iPad Pro 12.9 2017/2015",4.548387096774194,30.999999999999996
1287,"Sabrent 2.5-Inch SATA to USB 3.0 Tool-free External Hard Drive Enclosure [Optimized For SSD, Support UASP SATA III] Black (EC-UASP)",4.5479452054794525,73.0
1288,StarTech USB 2.0 to SATA IDE Adapter (USB2SATAIDE),4.545454545454546,120.99999999999999
1289,"iPad Air 2 Case, SUPCASE [Heavy Duty] Apple iPad Air 2 Case [2nd Generation] 2014 Release [Unicorn Beetle PRO Series] Full-body Rugged Hybrid Protective Case with Built-in Screen Protector (White)",4.545454545454546,43.99999999999999
1290,"Belkin 6-Outlet Pivot-Plug Wall Mount Power Strip Surge Protector, 1080 Joules (BP106000)",4.545454545454546,33.0
1291,"Cablor 2PCS Charger for Fitbit Charge HR Replacement USB Charger Charging Cable for Fitbit Charge HR Band Wireless, Quality Power Charging Cord (27cm, Black)",4.545454545454546,21.999999999999996
1292,Case Logic DCB-304 Compact System/Hybrid Camera Case (Black),4.545454545454546,21.999999999999996
1293,"EC Technology Portable Bluetooth Keyboard, Foldable Wireless Keyboard for iOS/Android/Windows",4.545454545454546,21.999999999999996
1294,Limited Edition Premium Leather Cover for Kindle Paperwhite - fits all Paperwhite generations prior to 2018  (Will not fit All-new Paperwhite 10th generation),4.545454545454546,21.999999999999996
1295,Ravelli ALS Full 10' Air Cushioned Light Stand With Included Adaptor To Also Support 1/4&quot; and 3/8&quot; Photo Equipment and Heavy Duty Carry Bag,4.545454545454546,21.999999999999996
1296,"77mm X4 UV Filter for Camera Lenses - UV Protection Photography Filter with Lens Cloth - MRC16, Schott B270, Nano Coatings, Ultra-Slim, Weather-Sealed by Breakthrough Photography",4.545454545454546,10.999999999999998
1297,"AKG Y45BT White Mini On-Ear Wireless Bluetooth Headphone with NFC and By-Pass Cable, White",4.545454545454546,10.999999999999998
1298,ASUS STRIX GeForce GTX 960 Overclocked 4 GB DDR5 128-bit DisplayPort HDMI 2.0 DVI-I Graphics Card,4.545454545454546,10.999999999999998
1299,"Acer Iconia Tab 8 Tablet, 8-inch HD, Intel Atom Z3745G, 1GB DDR3L, 16GB Storage, Android KitKat, A1-850-13FQ",4.545454545454546,10.999999999999998
1300,"BESTTEN 6 Outlet Wall Tap Adapter with Dual USB Charging Ports (3.1 Amp in Total), Surge Protector Electrical Socket Splitter, ETL Listed, White",4.545454545454546,10.999999999999998
1301,Belkin USB-IF Certified MIXIT 6-Foot USB-C to USB-C (USB Type C) Charge Cable (White),4.545454545454546,10.999999999999998
1302,Black Box B40-C Capacitor GPS Stealth Dash Cam - Covert Versatile Mini A118 Full HD 1080P Car DVR - 170&deg; Super Wide Angle 6G Lens - 160&deg;F Heat Resistant - G-Sensor WDR Night Vision Motion Detection,4.545454545454546,10.999999999999998
1303,"C&amp;E 3 Feet, High Speed HDMI Cable Supports Ethernet, 3D and Audio Return, UltraHD 4K Ready, Latest Specification Cable, 10 Pack, CNE58789",4.545454545454546,10.999999999999998
1304,EnergyPal Travel Charging Station ETCS04 (White),4.545454545454546,10.999999999999998
1305,"Evecase Extra Large Professional DSLR Camera &amp; Laptop Travel Backpack Gadget Bag w/Rain Cover for Digital Cameras, 14 inch Laptop, Tablet, Lens Kit for Full Frame Mirrorless Digital Camera",4.545454545454546,10.999999999999998
1306,GUORUI USB Flash Drive for iPhone iPad 32GB-Lightning Memory Stick Thumb Pen-Drive for Apple iOS Android Computers(BEST05),4.545454545454546,10.999999999999998
1307,"Godox TT685S HSS 1/8000S GN60 TTL Flash Speedlite with X1T-S 2.4G TTL Wireless Flash Trigger, Flash Diffuser Softbox and Flash Color Filters for Sony DSLR Cameras with MI Shoe",4.545454545454546,10.999999999999998
1308,"HITRENDS Surge Protector Power Strip 6 Outlets with 6 USB Charging Ports, USB Extension Cord, 1625W/13A Multiplug for Multiple Devices Smartphone Tablet Laptop Computer (6ft, white)",4.545454545454546,10.999999999999998
1309,"High Sierra Powerglide Wheeled Laptop Backpack, Great for High School, College Backpack, Rolling School Bag, Business Backpack, Travel Backpack, Carry-on Bag Perfect for Men and Women",4.545454545454546,10.999999999999998
1310,"Hunting Binoculars for Adults Compact,Kids Binoculars for Bird Watching (BAK4,Green Lens),Large Eyepiece with Weak Light Night Vision",4.545454545454546,10.999999999999998
1311,"Inland ProHT 12 Outlet 4ft Power Strip 03201 with 3ft Power Cord, Metal Housing, 125V/15A, Lighted Combo Switch/Breaker, ETL Listed",4.545454545454546,10.999999999999998
1312,JINHEZO Clear Color 6 PCS of AA/AAA 4 Cell Battery Storage Case,4.545454545454546,10.999999999999998
